Row Labels,Sum of critical + direct,entity_type
Louella Troyer,0.0,PERSON
Lavern E. Stutzman,0.0,PERSON
Louis Hilty,0.0,PERSON
LAVERN J WHETSTONE,0.0,PERSON
LOUISE KENDALL,0.0,PERSON
Lavern Lambright,0.0,PERSON
LAVERN NOLT,0.0,PERSON
LAVERN OTTO,0.0,PERSON
Lavern Yoder,0.0,PERSON
Lovina Troyer,0.0,PERSON
LAVERN ZIMMERMAN,0.0,PERSON
Loyd Spear Joyce Spear,0.0,PERSON
Laverne Eicher,0.0,PERSON
LuAnn Gillispie,0.0,PERSON
JUSTIN SAWYER,0.0,PERSON
MABEL YODER,0.0,PERSON
LUELLA  MILLER JONI MILLER,0.0,PERSON
Justin Knepp Loretta Knepp,0.0,PERSON
Lukas Miller,0.0,PERSON
Lavon and Elaine Bontrager,0.0,PERSON
Luke Miller Waneta Miller,0.0,PERSON
LAVON BONTRAGER,0.0,PERSON
Lydia A Stauffer,0.0,PERSON
Lydia Brashear,0.0,PERSON
Lavon Kuhns,0.0,PERSON
Lyle and Martha Beechy,0.0,PERSON
Lavon Miller,0.0,PERSON
Lyle J Schwartz,0.0,PERSON
Lavon O. Lambright,0.0,PERSON
Lyle Nottingham Gatz Nottingham,0.0,PERSON
Lavon Schlabach,0.0,PERSON
Lavon Schrock,0.0,PERSON
Lyndon Hershberger,0.0,PERSON
Lavon Stutzman Cheryl Stutzman,0.0,PERSON
LYNETTE VANDEVENTER,0.0,PERSON
Lawade Headings,0.0,PERSON
Justin Zimmerman,0.0,PERSON
LAWAYNE LAMBRIGHT,0.0,PERSON
Lynn Thompson,0.0,PERSON
Lynne Broderick,0.0,PERSON
Lawrence Nolt,0.0,PERSON
KAREN HARROWER,0.0,PERSON
Lawrence Weaver,0.0,PERSON
Laverne Troyer,0.0,PERSON
Mabel Yoder Jonas Yoder and Ivan Yoder,0.0,PERSON
LAVERNE WAGLER,0.0,PERSON
Lavina Martin,0.0,PERSON
JULIE SNIDOW JAY BLACKBURN,0.0,PERSON
JONAS GRABER ROSINA GRABER,0.0,PERSON
John E Allen,0.0,PERSON
Jaclyn Schelling,0.0,PERSON
JOSEPH YODER,0.0,PERSON
JACLYN WILLIAMS EDWARD WILLIAMS,0.0,PERSON
JOEL LEHMAN KAREN LEHMAN,0.0,PERSON
ISAAC MARTIN EVA MARTIN,0.0,PERSON
John Stoltzfus,0.0,PERSON
Jacob A L Shetler,0.0,PERSON
Joseph A Schlabach,0.0,PERSON
JACOB BONTRAGER,0.0,PERSON
JUANITA  BENNETT,0.0,PERSON
Jacob DS Schwartz Lovina M P Schwartz,0.0,PERSON
Jody McCloud,0.0,PERSON
Jacob E Miller,0.0,PERSON
John B Smucker,0.0,PERSON
Jacob ES Zook,0.0,PERSON
John Lee Backhus,0.0,PERSON
JACOB G. SCHWARTZ,0.0,PERSON
Johnna Gordon,0.0,PERSON
JACOB GLICK,0.0,PERSON
Jonathan K. and Mary D.A. Schwartz,0.0,PERSON
Jacob Hochstedler,0.0,PERSON
JOSEPH HERSHBERGER,0.0,PERSON
Jacob J Miller,0.0,PERSON
Joy Gastler,0.0,PERSON
Jacob J Schrock,0.0,PERSON
JUDY MOELLER,0.0,PERSON
Jacob Keim,0.0,PERSON
JoAnn Branton Roland Branton,0.0,PERSON
JACOB KING,0.0,PERSON
Joe Overlease,0.0,PERSON
JACOB KLINE,0.0,PERSON
JOHN  GRABER  MARIE GRABER LEWIS GRABER,0.0,PERSON
Jacob L. Schwartz,0.0,PERSON
John Chupp,0.0,PERSON
JACOB LZ SCHWARTZ,0.0,PERSON
John Griffith Dierdre Griffith,0.0,PERSON
JACOB M YODER,0.0,PERSON
John Otto,0.0,PERSON
Jacob Miller,0.0,PERSON
John Wagler Betty Wagler,0.0,PERSON
JACOB NOLT,0.0,PERSON
Jolene  Rissler,0.0,PERSON
Jacob S Fisher,0.0,PERSON
JONAS RABER,0.0,PERSON
Jacob Shetler,0.0,PERSON
JONI BONTRAGER,0.0,PERSON
Jacob Stoltzfus,0.0,PERSON
Joseph D Troyer,0.0,PERSON
Jacob Stutzman,0.0,PERSON
Joseph RL Schwartz,0.0,PERSON
Jacob T Borntreger,0.0,PERSON
JOSHUA JESS,0.0,PERSON
Jacob V Stutzman,0.0,PERSON
Joyce Scott Harold Scott,0.0,PERSON
JACOB W YODER,0.0,PERSON
Jacky Lee Allen,0.0,PERSON
JACOB X. SCHWARTZ JR,0.0,PERSON
Jackie Bowyer Joe Bowyer,0.0,PERSON
JACOB YODER,0.0,PERSON
Junior Schrock Rebecca Schrock,0.0,PERSON
Jacob Z Miller,0.0,PERSON
Joanna Lengacher,0.0,PERSON
Jacquelin Mammen,0.0,PERSON
Joe Coble,0.0,PERSON
Isaac Z Martin,0.0,PERSON
Joe W.Z. Schwartz,0.0,PERSON
Jacquelyn  Schlessman Jack Schlessman Norma Schlessman,0.0,PERSON
Joel Zimmerman,0.0,PERSON
Jake D.E. Schwartz,0.0,PERSON
John A Troyer,0.0,PERSON
Jalisha McIntire,0.0,PERSON
John Bontrager Jr.,0.0,PERSON
ISAAC ZIMMERMAN FRANCES ZIMMERMAN,0.0,PERSON
Iza Holt,0.0,PERSON
JAMES A KNEPP,0.0,PERSON
John Fisher,0.0,PERSON
James Beechy,0.0,PERSON
JOHN JAMISON,0.0,PERSON
James Bixenman Marilyn Bixenman,0.0,PERSON
John Mast,0.0,PERSON
James D. and Linda E. Lantz,0.0,PERSON
John Reiff,0.0,PERSON
James Dodds Penny Dodds,0.0,PERSON
John Troyer Andrew Troyer Jim Troyer,0.0,PERSON
James E Miller,0.0,PERSON
JOHN YODER AMMON YODER,0.0,PERSON
JAMES E. (EDDIE) SNOW,0.0,PERSON
JOHNNY HOSTETLER,0.0,PERSON
James G Bontrager,0.0,PERSON
Jonas Burkholder,0.0,PERSON
James Garman,0.0,PERSON
JONAS KINSINGER,0.0,PERSON
JAMES HORN,0.0,PERSON
Jonathan Adwell,0.0,PERSON
James L Miller,0.0,PERSON
JONATHAN WAGLER,0.0,PERSON
JAMES LEACH,0.0,PERSON
Jordan Finnigan,0.0,PERSON
JAMES MARQUIS BETTY LOU MARQUIS,0.0,PERSON
Joseph and Krista Knepp,0.0,PERSON
James Mast,0.0,PERSON
Joseph E Yoder,0.0,PERSON
JAMES MILES,0.0,PERSON
Joseph M Nisley,0.0,PERSON
James Otto,0.0,PERSON
Joseph Steury,0.0,PERSON
James R Miller,0.0,PERSON
JOSH SPONHEIM LINDSAY SPONHEIM,0.0,PERSON
James Sanborn,0.0,PERSON
Josie Hostetler,0.0,PERSON
James Stewart & Amy Owens,0.0,PERSON
Joyce Engle,0.0,PERSON
James Stewart Kassie Stewart,0.0,PERSON
James Stoll,0.0,PERSON
Jack Broleman,0.0,PERSON
James Troyer,0.0,PERSON
Jack Sexton,0.0,PERSON
James W Strouse Jr.,0.0,PERSON
Judy Theisse Steve Theisse,0.0,PERSON
JAMES WAGLER BARBARA WAGLER IVAN WAGLER,0.0,PERSON
Julie Krause,0.0,PERSON
James Whatley,0.0,PERSON
JUNIOR  YODER,0.0,PERSON
JAMES WHETSTONE,0.0,PERSON
JAMES YODER KARI YODER,0.0,PERSON
Joann Moore,0.0,PERSON
JAMIE COCHRAN,0.0,PERSON
JODIE HANCOCK,0.0,PERSON
Jamie Dewayne Ward,0.0,PERSON
Joe Borntrager,0.0,PERSON
Jamie Goins,0.0,PERSON
JOE GRABER,0.0,PERSON
Jamie Poush,0.0,PERSON
Joe Schwartz Sarah Schwartz,0.0,PERSON
JAMIE SISSEL,0.0,PERSON
JOE YODER,0.0,PERSON
Jan Budden,0.0,PERSON
JOEL MILLER,0.0,PERSON
Jan Cutcher,0.0,PERSON
Ivan Yutzy,0.0,PERSON
Isabella Fluit Julie Bakker,0.0,PERSON
John  Miller,0.0,PERSON
JAN RICHARDSON,0.0,PERSON
John and Millie Borntreger,0.0,PERSON
Jana Cantrell,0.0,PERSON
John Blaes,0.0,PERSON
JOHN BONTRAGER WAYNE BONTRAGER,0.0,PERSON
Jane Dorhout,0.0,PERSON
John D Petersheim Linda Ann Petersheim,0.0,PERSON
Jane Duehr,0.0,PERSON
JOHN DUKE,0.0,PERSON
JANE FRY,0.0,PERSON
John E Schrock,0.0,PERSON
JANE GRIFFIN,0.0,PERSON
JANE HOBBS,0.0,PERSON
JOHN HURT,0.0,PERSON
Janell Boggs,0.0,PERSON
JOHN LAMBRIGHT,0.0,PERSON
Janet Bailey,0.0,PERSON
John Leon Graber,0.0,PERSON
Janet Donnelly,0.0,PERSON
John N Miller,0.0,PERSON
Janet Hopper,0.0,PERSON
John R Miller,0.0,PERSON
Janet Hutson,0.0,PERSON
JOHN SCHROEDER MEREDITH SCHROEDER,0.0,PERSON
Janet Partain,0.0,PERSON
JOHN THOMPSON,0.0,PERSON
JANETTA HOCHSTETLER WILLARD HOCHSTETLER,0.0,PERSON
John V Bontrager,0.0,PERSON
JANETTE O'DELL,0.0,PERSON
John Wilson,0.0,PERSON
Janice Angst,0.0,PERSON
John Zook,0.0,PERSON
Janice Burns,0.0,PERSON
Johnny Burkdoll Jr and Phyllis Burkdoll,0.0,PERSON
Janice Fromm,0.0,PERSON
JOHNNY KENNEDY,0.0,PERSON
Janice Henry,0.0,PERSON
Jonas B Miller,0.0,PERSON
JANICE HUGHES,0.0,PERSON
Jonas Esh Jr.,0.0,PERSON
Janice Lipford,0.0,PERSON
Jonas Hostetler,0.0,PERSON
Israel B Byler,0.0,PERSON
Jonas Lee Yutzy,0.0,PERSON
Janice Sanders,0.0,PERSON
JONAS YODER,0.0,PERSON
Janice Swofford Joe Swofford Troy Dargin,0.0,PERSON
Jonathan and Lindsay Sellars,0.0,PERSON
Jared Allen Wittmer,0.0,PERSON
Jonathan Nichols Sue Nichols,0.0,PERSON
JARED FELDHAUS JOHN CALLIES,0.0,PERSON
J. WALKER,0.0,PERSON
JARED FELDHAUS JULIE FELDHAUS GREG FELDHAUS,0.0,PERSON
Joni J Hostetler,0.0,PERSON
Jarrod Weymouth Phil Weymouth and Yolanda Weymouth,0.0,PERSON
JOSEPH  MILLER,0.0,PERSON
Jason Allen Debra Bartkoski,0.0,PERSON
JOSEPH A. YODER,0.0,PERSON
Jason B Hostetler,0.0,PERSON
JOSEPH BOWMAN,0.0,PERSON
Israel Stoltzfus,0.0,PERSON
Joseph D. Barkman,0.0,PERSON
Jason D Wagler,0.0,PERSON
JOSEPH GRABER,0.0,PERSON
Jason Eicher,0.0,PERSON
JOSEPH HOSTETLER,0.0,PERSON
Jason Hostetler,0.0,PERSON
Joseph Polt Cee Cee Polt,0.0,PERSON
Jason Jess,0.0,PERSON
Jacey Mohr,0.0,PERSON
Jason L Weaver,0.0,PERSON
JOSEPH SUDBRINK,0.0,PERSON
JASON LAVON GRABER,0.0,PERSON
Josh Britez,0.0,PERSON
JASON MARTIN LORRAINE MARTIN,0.0,PERSON
Joshua D McOmber,0.0,PERSON
Jason Melvin Amber Melvin,0.0,PERSON
Josiah Wingard,0.0,PERSON
Jason Miller,0.0,PERSON
JOSY YODER,0.0,PERSON
Ivan A Raber,0.0,PERSON
JOYCE CAHOJ,0.0,PERSON
Jason Schwartz,0.0,PERSON
JOYCE GAMEL GALEN GAMEL,0.0,PERSON
Jason Slabaugh,0.0,PERSON
Joyce Walters,0.0,PERSON
Jason Wagler,0.0,PERSON
Jason Wagler Rachel Wagler,0.0,PERSON
Juanita Kimbrough,0.0,PERSON
JAVIER TORRES,0.0,PERSON
JUDITH TRAYLER MERRILL TRAYLER,0.0,PERSON
Judy  Slaughter,0.0,PERSON
JUDY BRENGMAN JENNIFER CRAMER,0.0,PERSON
Judy Green,0.0,PERSON
Jay Dee and Rosetta Miller,0.0,PERSON
Judy Maassen,0.0,PERSON
Jay L Oberholtzer,0.0,PERSON
Judy Skaggs,0.0,PERSON
JAY LAMAR REIFF,0.0,PERSON
Julia Eicher,0.0,PERSON
Jay Miller,0.0,PERSON
JULIE HALVERSON,0.0,PERSON
Julie Roe,0.0,PERSON
June Schrum,0.0,PERSON
Junior Detweiler,0.0,PERSON
Jean and Betty Nelson,0.0,PERSON
Junior Yoder,0.0,PERSON
Jean Anderson,0.0,PERSON
Justin Gailey,0.0,PERSON
Jean Bos,0.0,PERSON
Joann Cash,0.0,PERSON
Jean Case Jimmy Richard,0.0,PERSON
Joanna and Marvin Newswanger,0.0,PERSON
JEAN GORTMAKER,0.0,PERSON
Joas and Karen Miller,0.0,PERSON
Jean Hoban,0.0,PERSON
Jodie Manning,0.0,PERSON
Jean Lafferty and Desiree Ford,0.0,PERSON
Joe and Miriam Schwartz,0.0,PERSON
JEANELLE SCHWEITZER,0.0,PERSON
Irene Phillips,0.0,PERSON
JEANIE WYSE MIKE WYSE,0.0,PERSON
JOE DETWEILER,0.0,PERSON
Jeanne Becker,0.0,PERSON
JOE OTTO,0.0,PERSON
Jeanne Roane,0.0,PERSON
Joe Schwartz,0.0,PERSON
Jeannee Roffers,0.0,PERSON
Joe T.J. Schwartz,0.0,PERSON
Jeannine Jenkins,0.0,PERSON
Joe Wickey,0.0,PERSON
Jeff Adams,0.0,PERSON
Joel Lambright,0.0,PERSON
Jeff and Kim Williams,0.0,PERSON
JOEL MARTIN LIZZIE MARTIN,0.0,PERSON
Jeff Bennett Mary Bennett,0.0,PERSON
Joel Valentine,0.0,PERSON
Irene Finley,0.0,PERSON
JOETTE PETERSON,0.0,PERSON
Jeff Denning,0.0,PERSON
Ivy Cook,0.0,PERSON
Jeff Epley,0.0,PERSON
JOHN  LAPP,0.0,PERSON
Jeff Graber,0.0,PERSON
JOHN  STOLTZFUS,0.0,PERSON
JEFF HEGER SUSAN MARTIN-HEGER,0.0,PERSON
John A Yoder,0.0,PERSON
Jeff Henson Amy Henson,0.0,PERSON
"John Anthony Woods, Deborah Woods",0.0,PERSON
Jeff Humphreys,0.0,PERSON
John Beiler,0.0,PERSON
JEFF JONES BARBARA ARNOLD,0.0,PERSON
John Blake,0.0,PERSON
Jeff Pickrell,0.0,PERSON
John Bontrager Lizzie Bontrager,0.0,PERSON
Jeff Wagner,0.0,PERSON
John Bryant,0.0,PERSON
Jeff Wilson,0.0,PERSON
John D Erb,0.0,PERSON
Jeff Yach,0.0,PERSON
John D Riehl Jr,0.0,PERSON
Jeffery Dean Stoll,0.0,PERSON
JOHN DAVID  SHIRK,0.0,PERSON
IVAN BURKHOLDER,0.0,PERSON
JOHN DYE,0.0,PERSON
Jeffrey L Graber,0.0,PERSON
John E Borntrager,0.0,PERSON
Jeffrey Pettengill,0.0,PERSON
John Ebright Stephanie Ebright,0.0,PERSON
"Jeffrey, Keith and Dan Shrock",0.0,PERSON
John Fromm Linda Fromm,0.0,PERSON
JENNIFER  POTTS,0.0,PERSON
John Gregory Mckee,0.0,PERSON
Jennifer Campbell,0.0,PERSON
John Helmuth,0.0,PERSON
Jennifer Faber,0.0,PERSON
John J. Wagler,0.0,PERSON
JENNIFER HINNERS,0.0,PERSON
John Kinsinger,0.0,PERSON
Jennifer Johnson,0.0,PERSON
John Lasserre,0.0,PERSON
Jennifer Luallen,0.0,PERSON
John Lengacher Kristine Lengacher,0.0,PERSON
JENNIFER LUCAS JENNIFER CANNON,0.0,PERSON
Isaac and Aundria Tilden,0.0,PERSON
Jennifer Nicole Federico,0.0,PERSON
JOHN MILLER,0.0,PERSON
Jennifer R Perkins,0.0,PERSON
JENNIFER SCHARMER,0.0,PERSON
John P Yoder,0.0,PERSON
Jennifer Turner,0.0,PERSON
JOHN RABER ROSANNA  RABER,0.0,PERSON
JENNIFER WALKER,0.0,PERSON
John Schlabach,0.0,PERSON
Jenny Gabel Barb Gabel,0.0,PERSON
John Self Patricia Self,0.0,PERSON
Jere Taylor,0.0,PERSON
JOHN SWAREY,0.0,PERSON
JEREMIAH DAVID BAILEY,0.0,PERSON
John Troyer,0.0,PERSON
Jeremiah G Yoder,0.0,PERSON
JOHN UDER,0.0,PERSON
Ivan M Miller,0.0,PERSON
John W. Schwartz,0.0,PERSON
Jeremy Raber,0.0,PERSON
John Wayne Burkholder,0.0,PERSON
Jeremy Simmons Britney Simmons,0.0,PERSON
John Yoder,0.0,PERSON
Jeremy Steiner,0.0,PERSON
IVAN MAST KATIE MAST,0.0,PERSON
"John, Mary Jane and James Knepp",0.0,PERSON
JERI FRAKES DUSTIN FRAKES,0.0,PERSON
JOHNNIE GRABER RACHEL GRABER,0.0,PERSON
JERI RIESKAMP,0.0,PERSON
Jeri Saltzman Cox,0.0,PERSON
Johnny J.F. Schwartz,0.0,PERSON
Ivan Miller,0.0,PERSON
J AND L NEBRASKA DOG,0.0,PERSON
JEROME STOLL,0.0,PERSON
Jon Sohl,0.0,PERSON
JERRI MARLIN WAYNE MARLIN,0.0,PERSON
JONAS BORNTRAGER,0.0,PERSON
Jerrie Joyce Gray,0.0,PERSON
JONAS DELAGRANGE,0.0,PERSON
JERRY  MAST,0.0,PERSON
JONAS FISHER,0.0,PERSON
JERRY  STOLL,0.0,PERSON
Jonas Hershberger,0.0,PERSON
Jerry and DeEtta Simmons,0.0,PERSON
Jonas J Yoder,0.0,PERSON
Jerry Beauchamp Linda Beauchamp,0.0,PERSON
Jonas L Hershberger,0.0,PERSON
Jerry Bontrager,0.0,PERSON
Jonas Miller,0.0,PERSON
Jerry James,0.0,PERSON
Jonas Rosa Eicher,0.0,PERSON
JERRY KEITH HARRIS,0.0,PERSON
Jonas Zook,0.0,PERSON
JERRY KOEDAM PAT KOEDAM,0.0,PERSON
Jonathan and Jolene Chupp,0.0,PERSON
Jerry Lambright,0.0,PERSON
Jonathan and Roselle Burkholder,0.0,PERSON
Jerry Lee Miller,0.0,PERSON
Jerry M Brown,0.0,PERSON
Jonathan Raber,0.0,PERSON
JERRY MCBRIDE,0.0,PERSON
Jonathan Weaver,0.0,PERSON
Jerry Miller,0.0,PERSON
JERRY OTTO,0.0,PERSON
Joni Grinde,0.0,PERSON
Jerry Sandry,0.0,PERSON
Joni Petersheim,0.0,PERSON
Jerry Troyer,0.0,PERSON
JORGE MORALES,0.0,PERSON
Jerry W. Wickey,0.0,PERSON
Joseph A Miller,0.0,PERSON
JERRY WEDEL BETTY WEDEL,0.0,PERSON
Joseph A Yoder,0.0,PERSON
JERRY WEST,0.0,PERSON
Joseph and Ann Miller,0.0,PERSON
Jerry Whetstone,0.0,PERSON
JOSEPH BORKHOLDER,0.0,PERSON
Jerry Wickey,0.0,PERSON
Joseph D Erb,0.0,PERSON
JERRY WILLETT,0.0,PERSON
Joseph D Wengerd,0.0,PERSON
Jerry Wingard,0.0,PERSON
JOSEPH DETWEILER,0.0,PERSON
Jerry Zebel,0.0,PERSON
Joseph Gardner,0.0,PERSON
JESSE GRABER,0.0,PERSON
Joseph H and Bernita M Berntsen Living Trust,0.0,PERSON
Jesse Hedgpeth Brittani Hedgpeth,0.0,PERSON
Jesse Hochstedler,0.0,PERSON
Joseph Lengacher,0.0,PERSON
Jesse K King,0.0,PERSON
Joseph Miller,0.0,PERSON
JESSE KROPF MELISSA  KROPF,0.0,PERSON
JOSEPH RABER,0.0,PERSON
JESSE LAMBRIGHT,0.0,PERSON
Joseph Schmucker,0.0,PERSON
JESSE MILLER,0.0,PERSON
Joseph Schwartz,0.0,PERSON
Jesse Small and Vicky Small,0.0,PERSON
Joseph Stutzman,0.0,PERSON
Jesse Troyer Jolene Troyer,0.0,PERSON
Joseph W Gingerich,0.0,PERSON
JESSE WILLIAMS,0.0,PERSON
Joseph Zook,0.0,PERSON
JESSE YUTZY,0.0,PERSON
JOSH GARBER,0.0,PERSON
Jesse Zehr,0.0,PERSON
Joshua and Kelsey Engle,0.0,PERSON
Jessica Berhorst,0.0,PERSON
Joshua Dillow,0.0,PERSON
Jessica Cody,0.0,PERSON
Joshua Smith Barbara Smith,0.0,PERSON
Jessica Ferencik,0.0,PERSON
Josiah Wingard Hanna Wingard,0.0,PERSON
Jessica Grose,0.0,PERSON
Josie Lehmann,0.0,PERSON
Jessica Guilliams,0.0,PERSON
Joy DeAnn McGahen,0.0,PERSON
JESSICA HOWE,0.0,PERSON
Joyce Burkhart,0.0,PERSON
JESSICA MARTIN,0.0,PERSON
JACK  W. SCHLESSMAN JACQUELYN SCHLESSMAN JACK SCHLESSMAN NORMA SCHLESSMAN,0.0,PERSON
Jessica Mueller Theresa Mueller,0.0,PERSON
Joyce Fuller,0.0,PERSON
Jessica Patrick,0.0,PERSON
Joyce Guffey,0.0,PERSON
Jessica Phillips,0.0,PERSON
Joyce Summers,0.0,PERSON
Jessica Reed,0.0,PERSON
JOYCE WILLIAMS,0.0,PERSON
IVAN PRICE,0.0,PERSON
Ivan R Miller,0.0,PERSON
Jessie Holzmeister,0.0,PERSON
JUANITA BARNETT,0.0,PERSON
JUSTIN GRAHAM,0.0,PERSON
Judith Bower,0.0,PERSON
Ivan R Troyer,0.0,PERSON
Judith Rhoads,0.0,PERSON
Jill Burdg Larry Campbell,0.0,PERSON
JACK KING THEA KING,0.0,PERSON
Jill Stephens,0.0,PERSON
JUDY A. KLEINE,0.0,PERSON
Jim and Pam Stewart,0.0,PERSON
Judy Dorothy,0.0,PERSON
Jim Boeding,0.0,PERSON
ISAAC MARTIN,0.0,PERSON
JIM CHRISTIAN,0.0,PERSON
Jack Wortman Lois Wortman,0.0,PERSON
Jim Snow Ruby Snow LEVI SNOW,0.0,PERSON
Judy Masker,0.0,PERSON
Ivan Raber,0.0,PERSON
Judy Raney,0.0,PERSON
Jim West,0.0,PERSON
Judy Speak Miller,0.0,PERSON
Jimmie Holyfield Bob Bowen,0.0,PERSON
Judy Willis,0.0,PERSON
JIMMY DOYLE POWELL,0.0,PERSON
Jackie and Brad Nash,0.0,PERSON
IVAN RABER DUANE RABER,0.0,PERSON
Julie Anderson,0.0,PERSON
Julie Hobbs,0.0,PERSON
Jackie Mayne,0.0,PERSON
JULIE SCHOLL,0.0,PERSON
June Kaiser,0.0,PERSON
JUNIOR  MILLER,0.0,PERSON
JO ANN PARSONS,0.0,PERSON
Junior and Rebecca Schrock,0.0,PERSON
Jo Ann Shadow,0.0,PERSON
JO HUBNER KATIE HUBNER ROGER HUBNER,0.0,PERSON
Junior Troyer,0.0,PERSON
Junior Yutzy,0.0,PERSON
Joan Dale,0.0,PERSON
Justin Bontrager,0.0,PERSON
JOANIE VOEGE,0.0,PERSON
JoAnn & Roland Branton,0.0,PERSON
Jesus Morfin,0.0,PERSON
Gloria Still,0.0,PERSON
Dorace Burton,0.0,PERSON
Heather Anderson,0.0,PERSON
Don Monnette Donna Monnette,0.0,PERSON
Fred L. Borntrager,0.0,PERSON
Doug Kroger,0.0,PERSON
Gerald Frey,0.0,PERSON
Doug Kuhl Sue Kuhl,0.0,PERSON
Doug McFadin,0.0,PERSON
HERMAN GINGERICH,0.0,PERSON
Fonda Maassen,0.0,PERSON
GAYLE ARNETT,0.0,PERSON
Duane and Kristin White,0.0,PERSON
Glen D Hostetler,0.0,PERSON
Duane Barnett,0.0,PERSON
Duane Bontrager,0.0,PERSON
HARVEY CHESMORE DENISE CHESMORE,0.0,PERSON
Duane Fry,0.0,PERSON
Henry Graber,0.0,PERSON
DUANE KNAPP,0.0,PERSON
Duane Miller,0.0,PERSON
Hunter Newman,0.0,PERSON
DUANE MITCHELL JEAN MITCHELL,0.0,PERSON
Francis John Lamb,0.0,PERSON
Duane Ray Bontrager,0.0,PERSON
Freeman Raber,0.0,PERSON
DUANE REYNOLDS,0.0,PERSON
Duane Schlabach,0.0,PERSON
Gary Lehman,0.0,PERSON
DUANE TROYER,0.0,PERSON
GENE DAVIS,0.0,PERSON
Duane White Kristin White Lena White,0.0,PERSON
Gerena Heater,0.0,PERSON
DUANE YODER,0.0,PERSON
GLENN (Renay) DAVIDSON JACQUELINE (JACKIE) DAVIDSON,0.0,PERSON
Dustan Wellman,0.0,PERSON
Harley Schmucker,0.0,PERSON
Dustie Gardner,0.0,PERSON
HAZEL COLEMAN,0.0,PERSON
Dustin  Westercamp Jill Westercamp,0.0,PERSON
Helen Ketelsen Scott Ketelsen,0.0,PERSON
Dustin Frakes,0.0,PERSON
HENRY RABER,0.0,PERSON
Dustin Ledford,0.0,PERSON
Dusty L Griffith,0.0,PERSON
Floyd Schmucker,0.0,PERSON
Dwayne and Helen Pettingill,0.0,PERSON
Dwayne Garner,0.0,PERSON
FRANKLIN BREEDLOVE JR.,0.0,PERSON
DJ Cobler Melissa Cobler,0.0,PERSON
Freeman Beechy,0.0,PERSON
DWAYNE MILLER KETURAH MILLER,0.0,PERSON
Freida Miller,0.0,PERSON
Dwayne Rogers,0.0,PERSON
DWAYNE SCHROCK,0.0,PERSON
Gary Bontrager,0.0,PERSON
Dwayne Yoder,0.0,PERSON
Gary Kemp,0.0,PERSON
Gary Simmons Victoria Simmons,0.0,PERSON
E. Marie Martin,0.0,PERSON
GAYLORD YODER,0.0,PERSON
Earl Beechy,0.0,PERSON
Earl D Beechy,0.0,PERSON
Gerald Morgan,0.0,PERSON
DONALD D FOSTER,0.0,PERSON
EARL MARTIN,0.0,PERSON
"Glenda Grove, Eric Grove, Adam Grove",0.0,PERSON
Earl Ray Nolt,0.0,PERSON
GLORIA BROUWER,0.0,PERSON
Earl Ray Nolt and Elaine Nolt,0.0,PERSON
GREG HOVEY,0.0,PERSON
Happy Acres Kennel,0.0,PERSON
Ed Young,0.0,PERSON
Harry Brown Bettty Brown,0.0,PERSON
Eddie and Rosemary Gingerich,0.0,PERSON
Eddie Bishop,0.0,PERSON
Eddie Burkholder,0.0,PERSON
HEATHER SENSENEY,0.0,PERSON
EDDIE HOUSLEY,0.0,PERSON
HENRY  RABER,0.0,PERSON
EDDIE RABER,0.0,PERSON
Henry L Nisley,0.0,PERSON
EDDIE ROBINSON,0.0,PERSON
Henry Wagler,0.0,PERSON
EDDIE SCHWARTZ MARY SCHWARTZ,0.0,PERSON
Eddy and Carolyn Criner,0.0,PERSON
Eddy Criner Carolyn Criner,0.0,PERSON
DOLORES GROGAN,0.0,PERSON
EDEN TACKITT,0.0,PERSON
Edgar Randall Roma Patterson,0.0,PERSON
HOMER SLABAUGH REGINA  SLABAUGH,0.0,PERSON
Edith Contreras and Luis Estrada Sanchez,0.0,PERSON
FLOYD MILLER,0.0,PERSON
Edith Ladell Stuart,0.0,PERSON
Edna & Willard Herschberger,0.0,PERSON
Edna Brubacker Allen Brubacker,0.0,PERSON
Edna Ellen Miller,0.0,PERSON
Frank Foster,0.0,PERSON
DONALD HENSLEY,0.0,PERSON
Fred and Pearl Headings,0.0,PERSON
Edna-Elmer Troyer,0.0,PERSON
FRED YODER,0.0,PERSON
EDWARD BARKER WANDA BARKER,0.0,PERSON
Freeman P Helmuth,0.0,PERSON
Edward Cannon,0.0,PERSON
FREEMAN YODER,0.0,PERSON
EDWARD HERSHBERGER,0.0,PERSON
Edwin Burkholder Lucille Burkholder,0.0,PERSON
EDWIN JAY  LENGACHER,0.0,PERSON
Gabriel Helmuth,0.0,PERSON
Edwin L & Edna Miller,0.0,PERSON
Edwin Nisley,0.0,PERSON
Gary Chupp,0.0,PERSON
Edwin S Gingerich,0.0,PERSON
Gary Herschberger,0.0,PERSON
EDWIN TROYER,0.0,PERSON
Gary L Gingerich,0.0,PERSON
Edwin V. Shetler,0.0,PERSON
GARY SCHEULEN,0.0,PERSON
Edwin Wagler,0.0,PERSON
Gary Willis Sharon Willis,0.0,PERSON
Edwin Z Leid Ruth M Leid Ervin H Leid,0.0,PERSON
Gayle Duncan,0.0,PERSON
Elaine Craig,0.0,PERSON
GEALEA NICHOLS,0.0,PERSON
Elaine K Wilson,0.0,PERSON
Gene Stevens,0.0,PERSON
ELAM  WICKEY ESTHER WICKEY,0.0,PERSON
GEORGE KRAMER DONNA KRAMER,0.0,PERSON
